ID_PERSONA_PR,ANO_CONVO_INT,inst_a,inst_b
1476556,2019,INSTITUTO UNIVERSITARIO DE LA PAZ INUPAZ,UNIDADES TECNOLOGICAS DE SANTANDER
1478091,2019,UNIVERSIDAD NACIONAL DE COLOMBIA,UNIVERSIDAD PONTIFICIA BOLIVARIANA
1478888,2019,INSTITUCION EDUCATIVA DISTRITAL SIMON RODRIGUEZ,UNIVERSIDAD DEL MAGDALENA
1479048,2019,TEAM FOODS COLOMBIA S A ACEITES Y GRASAS VEGETALES S A,UNIVERSIDAD DE LA SABANA
1479088,2019,ESCUELA COLOMBIANA DE INGENIERIA JULIO GARAVITO,UNIVERSIDAD NACIONAL DE COLOMBIA
1479654,2019,FUNDACION UNIVERSITARIA AGRARIA DE COLOMBIA,UNIVERSIDAD DE LA SALLE
1482196,2019,CENTRO DE INVESTIGACION INNOVACION Y DESARROLLO,FUNDACION CIENTIFICA SIETE
1491804,2019,FUERZA AEREA COLOMBIANA,MINISTERIO DE DEFENSA NACIONAL MINDEFENSA
1491929,2019,ARMADA NACIONAL DE COLOMBIA BOGOTA,ESCUELA NAVAL DE CADETES ALMIRANTE PADILLA
1499347,2019,INSTITUTO DE INVESTIGACION DE RECURSOS BIOLOGICOS ALEXANDER VON HUMBOLDT,UNIVERSIDAD DEL MAGDALENA
1499639,2019,CORPORACION UNIVERSITARIA DEL CARIBE CECAR,UNIVERSIDAD DE ORIENTE
1501472,2019,INDEPENDIENTE,UNIVERSIDAD DE LA SABANA
1504805,2019,INSTITUTO GEOGRAFICO AGUSTIN CODAZZI,UNIVERSIDAD NACIONAL DE COLOMBIA
1505192,2019,CORLANC S A S,SUMICOL SAS
1505347,2019,BIOGEOECO,UNIVERSIDAD DE LOS ANDES
1507104,2019,CORPORACION UNIFICADA DE EDUCACION SUPERIOR CUN,CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR
1507472,2019,UNIDADES TECNOLOGICAS DE SANTANDER,UNIVERSIDAD AUTONOMA DE BUCARAMANGA
1507788,2019,ESCUELA NACIONAL DE POLICIA GENERAL SANTANDER,FISCALIA GENERAL DE LA NACION
1511865,2019,PONTIFICIA UNIVERSIDAD JAVERIANA,UNIVERSIDAD NACIONAL DE COLOMBIA
1512388,2019,CORPORACION UNIVERSITARIA AMERICANA,CORPORACION UNIVERSITARIA EMPRESARIAL DE SALAMANCA
1523003,2019,FUNDACION UNIVERSITARIA AUTONOMA DE LAS AMERICAS,INSTITUCION UNIVERSITARIA COLEGIO MAYOR DE ANTIOQUIA
1526584,2019,UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS,UNIVERSIDAD PEDAGOGICA NACIONAL DE COLOMBIA
1530017,2019,UNIVERSIDAD EAFIT,UNIVERSIDAD PONTIFICIA BOLIVARIANA
1531034,2019,CORPORACION UNIVERSITARIA DE LA COSTA,INSTITUCION EDUCATIVA TECNICA INDUSTRIAL DE SOLEDAD MARIA AUXILIADORA
1532902,2019,SERVICIO GEOLOGICO COLOMBIANO,UNIVERSIDAD DE LA SALLE
1535480,2019,ARCHIVES DEPARTEMENTALES DE LA MANCHE,CENTRE DE RECHERCHE HICSA HISTOIRE CULTURELLE ET SOCIALE DES ARTS EA 4100 UNIVERSITE PARIS 1 PANTHEONSORBONNE
1535937,2019,UNIVERSIDAD PONTIFICIA BOLIVARIANA,VENTURA FONTAN FONTAN Y CIA S C S
1539392,2019,FUNDACION UNIVERSITARIA DE CIENCIAS DE LA SALUD FUCS,UNIVERSIDAD EL BOSQUE
1540767,2019,LABORATORIO CLINICO SANTA LUCIA,UNIVERSIDAD DE CARTAGENA
1540826,2019,GENIUS SPORTS SERVICES COLOMBIA SAS,UNIVERSIDAD SERGIO ARBOLEDA
1541837,2019,DIRECCION NACIONAL DE ESCUELAS POLICIA NACIONAL DE COLOMBIA,POLICIA NACIONAL DE COLOMBIA
1546527,2019,FUNDACION UNIVERSITARIA KONRAD LORENZ,UNIVERSIDAD DEL ROSARIO
1550312,2019,ESCUELA SUPERIOR DE ADMINISTRACION PUBLICA ESAP,UNIVERSIDAD CATOLICA DE MANIZALES
1551004,2019,UNIVERSIDAD DE MEDELLIN,UNIVERSIDAD EAFIT
1552153,2019,FUNDACION UNIVERSITARIA DE CIENCIAS DE LA SALUD FUCS,HOSPITAL INFANTIL NAPOLEON FRANCO PAREJA
1554296,2019,UNIVERSIDAD DE SAN BUENAVENTURA,UNIVERSIDAD SERGIO ARBOLEDA
1559226,2019,CORPORACION UNIVERSIDAD DE LA COSTA,UNIVERSIDAD LIBRE DE COLOMBIA
1563549,2019,CORPORACION UNIVERSIDAD DE LA COSTA,UNIVERSIDAD DEL VALLE
1563870,2019,INSTITUTO UNIVERSITARIO DE LA PAZ INUPAZ,UNIVERSIDAD SANTO TOMAS
1567751,2019,INSTITUTO AMAZONICO DE INVESTIGACIONES CIENTIFICAS SINCHI,UNIVERSIDAD AUTONOMA DE COLOMBIA
1570820,2019,FUNDACION UNIVERSITARIA DEL AREA ANDINA,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA
1577922,2019,MCGILL UNIVERSITY,UNIVERSITE DE MONTREAL
1581170,2019,CENTRO INCA,CORPORACION UNIVERSITARIA AMERICANA
1581405,2019,UNIVERSIDAD DE CUNDINAMARCA,UNIVERSIDAD SANTO TOMAS
1582011,2019,ALEPH INGENIEROS CONSULTORES,INTEGRAL S A INGENIERIA TECNICA GENERAL S A INGENIEROS CONSULTORES
1600407,2019,INSTITUTO DE INVESTIGACION DE RECURSOS BIOLOGICOS ALEXANDER VON HUMBOLDT,UNIVERSIDAD EAFIT
1600554,2019,FUNDACION UNIVERSITARIA CERVANTES SAN AGUSTIN,UNIVERSIDAD SERGIO ARBOLEDA
1600979,2019,CORPORACION UNIVERSITARIA DEL CARIBE CECAR,UNIVERSIDAD DEL VALLE
1601933,2019,CENTRO MEDICO IMBANACO DE CALI SA,HOSPITAL UNIVERSITARIO DEL VALLE EVARISTO GARCIA E S E
1602069,2019,CORPORACION UNIVERSITARIA AMERICANA,UNIVERSIDAD DE ANTIOQUIA
1602438,2019,UNIVERSIDAD DE ORIENTE,UNIVERSIDAD NACIONAL DE COLOMBIA
1605747,2019,ASTORGA,HELPHARMA IPS
1610622,2019,HOSPITAL UNIVERSITARIO SAN IGNACIO,SEMILLERO DE NEUROCIENCIAS Y ENVEJECIMIENTO DE LA PUJ BOGOTA
1612334,2019,CAJA DE COMPENSACION FAMILIAR COMFENALCO VALLE,FUNDACION PARA LA PREVENCION DE LA DISCAPACIDAD FUNDIS
1620166,2019,FUNDACION DE ESTUDIOS SUPERIORES COMFANORTE,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER
1626932,2019,IEBS BUSSINESS SCHOOL,UNIVERSIDAD DE LA SABANA
1630270,2019,AUTOMOTRIZ TRANSMAR DE CORTES S A DE C V,EMPRESAS UPAEP
1630851,2019,INSTITUTO TECNOLOGICO METROPOLITANO DE MEDELLIN,UNIVERSIDAD NACIONAL DE COLOMBIA
1632473,2019,LABORATORIO CLINICO CLINICA GENERAL DEL NORTE,UNIVERSIDAD DE SAN BUENAVENTURA
1634179,2019,UNIVERSIDAD DE LA SABANA,UNIVERSIDAD DE LOS ANDES
1635372,2019,FUNDACION UNIVERSITARIA SAN MATEO EDUCACION SUPERIOR,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA
1637779,2019,UNIVERSIDAD AUTONOMA LATINOAMERICANA UNAULA,UNIVERSIDAD COOPERATIVA DE COLOMBIA
1638143,2019,POLYAROMAS SAS,ROBERTET ANDINA
1697154,2019,UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS,UNIVERSIDAD LIBRE DE COLOMBIA
